,host_id,host_since,host_verifications,host_total_listings_count,host_is_superhost,host_response_rate,neighbourhood
26228,1407737,2011-11-15,"['email', 'phone', 'work_email']",3.0,f,,
26229,278054491,2019-07-21,"['email', 'phone']",2.0,f,,"New York, United States"
26230,68240110,2016-04-21,"['email', 'phone', 'work_email']",1.0,f,,"Brooklyn, New York, United States"
26231,43275413,2015-09-03,"['email', 'phone']",2.0,f,,
26232,16319448,2014-06-03,"['email', 'phone', 'work_email']",5.0,f,,"New York, United States"
26233,14854832,2014-04-28,"['email', 'phone']",1.0,f,,
26234,36539736,2015-06-23,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26235,24123958,2014-11-24,"['email', 'phone', 'work_email']",2.0,f,,
26236,4469832,2012-12-22,"['email', 'phone']",1.0,f,,
26237,8556751,2013-08-31,"['email', 'phone']",1.0,f,,"Queens, New York, United States"
26238,5581683,2013-03-22,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26239,116365995,2017-02-14,['phone'],3.0,t,100%,"Queens, New York, United States"
26240,627217,2011-05-26,"['email', 'phone', 'work_email']",33.0,f,100%,"New York, United States"
26242,159023062,2017-11-16,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26243,257053267,2019-04-20,"['email', 'phone']",1.0,f,,"Queens, New York, United States"
26244,27784469,2015-02-15,"['email', 'phone']",1.0,f,,
26245,13755526,2014-03-31,"['email', 'phone']",2.0,f,,
26246,126077082,2017-04-16,"['email', 'phone', 'work_email']",1.0,f,,"Brooklyn, New York, United States"
26247,40627479,2015-08-05,"['email', 'phone']",3.0,f,,
26248,83967077,2016-07-15,"['email', 'phone']",4.0,f,100%,"New York, United States"
26249,25605887,2015-01-04,"['email', 'phone']",2.0,t,100%,
26250,709939,2011-06-16,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26251,263453123,2019-05-22,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26252,40010465,2015-07-30,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
26253,83147028,2016-07-11,"['email', 'phone']",5.0,f,,
26255,298338860,2019-09-27,"['email', 'phone']",5.0,f,,
26258,4581489,2013-01-03,"['email', 'phone']",1.0,f,,"New York, United States"
26259,1311104,2011-10-19,"['email', 'phone', 'work_email']",1.0,f,,"Brooklyn, New York, United States"
26260,68729548,2016-04-24,"['email', 'phone', 'work_email']",1.0,f,,
26261,43490965,2015-09-06,"['email', 'phone']",1.0,f,,"New York, United States"
26262,257171785,2019-04-21,['phone'],1.0,f,,"Brooklyn, New York, United States"
26263,35144920,2015-06-06,"['email', 'phone']",1.0,f,,
26264,7175319,2013-06-29,"['email', 'phone']",1.0,f,,"New York, United States"
26265,40684968,2015-08-06,"['email', 'phone']",1.0,f,,
26266,22058409,2014-10-02,"['email', 'phone']",2.0,f,,
26268,3636235,2012-09-21,"['email', 'phone', 'work_email']",2.0,t,100%,"New York, United States"
26269,81939249,2016-07-05,"['email', 'phone']",1.0,f,,
26270,356632650,2020-07-15,"['email', 'phone']",1.0,f,,
26271,693815,2011-06-12,['phone'],1.0,f,,
26272,5117805,2013-02-17,"['email', 'phone', 'work_email']",2.0,f,,"Queens, New York, United States"
26273,194391932,2018-06-08,"['email', 'phone']",1.0,f,,
26274,19071455,2014-07-28,"['email', 'phone']",1.0,f,,
26275,24944767,2014-12-17,"['email', 'phone']",1.0,f,,
26276,157141199,2017-11-02,"['email', 'phone']",2.0,f,,"New York, United States"
26278,150879430,2017-09-16,"['email', 'phone']",1.0,f,,"New York, United States"
26279,40695843,2015-08-06,"['email', 'phone']",1.0,f,,"New York, United States"
26280,9214999,2013-10-03,"['email', 'phone']",1.0,f,,"New York, United States"
26281,272305353,2019-06-29,"['email', 'phone']",3.0,f,,
26284,4224309,2012-11-23,"['email', 'phone']",1.0,f,,
26285,4587045,2013-01-04,"['email', 'phone', 'work_email']",35.0,t,100%,"New York, United States"
26287,37073646,2015-06-29,"['email', 'phone']",3.0,f,,
26288,171629811,2018-02-04,"['email', 'phone']",1.0,f,,
26289,40703442,2015-08-06,"['email', 'phone']",7.0,t,100%,"New York, United States"
26290,4396,2008-11-19,"['email', 'phone']",4.0,f,100%,"New York, United States"
26292,28723229,2015-03-04,"['email', 'phone']",2.0,f,,
26293,34161028,2015-05-25,"['email', 'phone', 'work_email']",5.0,f,100%,
26295,10350245,2013-11-30,"['email', 'phone']",1.0,f,,
26296,24466159,2014-12-04,"['email', 'phone']",1.0,f,,"New York, United States"
26297,82834850,2016-07-10,"['email', 'phone']",1.0,f,,"Queens, New York, United States"
26298,159014806,2017-11-16,"['email', 'phone']",1.0,f,,"New York, United States"
26299,214148143,2018-09-07,"['email', 'phone', 'work_email']",1.0,f,,
26300,30501498,2015-04-02,"['email', 'phone']",1.0,f,,
26301,355548,2011-01-20,"['email', 'phone']",4.0,f,100%,"Brooklyn, New York, United States"
26302,102535503,2016-11-04,"['email', 'phone']",3.0,f,,"New York, United States"
26303,4757826,2013-01-18,"['email', 'phone', 'work_email']",2.0,f,,
26304,295015902,2019-09-14,"['email', 'phone']",1.0,f,,"New York, United States"
26305,21265745,2014-09-12,"['email', 'phone']",288.0,t,96%,
26318,12534916,2014-02-24,"['email', 'phone']",1.0,f,,
26319,40812084,2015-08-07,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26320,2163683,2012-04-17,"['email', 'phone']",1.0,f,,"New York, United States"
26321,9949214,2013-11-11,"['email', 'phone']",3.0,f,100%,
26322,25744379,2015-01-07,"['email', 'phone']",4.0,f,,"New York, United States"
26323,49831860,2015-11-24,"['email', 'phone']",5.0,t,100%,
26324,11123843,2014-01-08,"['email', 'phone']",1.0,f,100%,"Brooklyn, New York, United States"
26325,62058232,2016-03-08,['phone'],1.0,f,,"Brooklyn, New York, United States"
26326,159312334,2017-11-19,['phone'],2.0,f,,"Brooklyn, New York, United States"
26327,218940337,2018-10-05,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26328,12261612,2014-02-15,"['email', 'phone']",2.0,t,,
26329,1401919,2011-11-13,"['email', 'phone', 'work_email']",1.0,t,,"Brooklyn, New York, United States"
26330,262060162,2019-05-15,"['email', 'phone']",4.0,f,100%,"Bronx, New York, United States"
26331,2908554,2012-07-11,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26332,40244009,2015-08-02,"['email', 'phone']",1.0,f,,"Queens, New York, United States"
26333,295229934,2019-09-15,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
26334,8185223,2013-08-15,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26335,2803589,2012-07-02,"['email', 'phone']",6.0,f,,
26336,68878222,2016-04-25,"['email', 'phone']",1.0,f,,
26337,23443666,2014-11-07,"['email', 'phone']",2.0,f,,
26338,15347665,2014-05-10,"['email', 'phone', 'work_email']",1.0,f,,"New York, United States"
26339,12248031,2014-02-15,"['email', 'phone']",4.0,f,,
26341,3189999,2012-08-07,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26342,55836825,2016-01-23,"['email', 'phone']",2.0,f,,
26343,334485,2011-01-04,"['email', 'phone']",9.0,f,,
26344,31788137,2015-04-23,"['email', 'phone']",2.0,f,,
26345,6523823,2013-05-22,['email'],2.0,f,,
26346,79260308,2016-06-22,"['email', 'phone', 'work_email']",1.0,f,,
26347,3130040,2012-08-01,"['email', 'phone']",1.0,f,,"Queens, New York, United States"
26348,41349199,2015-08-13,"['email', 'phone']",1.0,f,,
26349,3588693,2012-09-16,"['email', 'phone', 'work_email']",1.0,f,,"Brooklyn, New York, United States"
26350,471172585,2022-07-23,"['email', 'phone']",2.0,t,100%,"Brooklyn, New York, United States"
26351,65884381,2016-04-05,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26352,273344288,2019-07-03,"['email', 'phone', 'work_email']",2.0,f,,"New York , New York, United States"
26353,70671555,2016-05-06,"['email', 'phone']",4.0,f,,"New York, United States"
26355,43756609,2015-09-09,['phone'],2.0,f,,"Brooklyn, New York, United States"
26357,1619994,2012-01-17,"['email', 'phone']",1.0,f,,"New York, United States"
26358,36818639,2015-06-26,"['email', 'phone']",1.0,f,,
26359,86892036,2016-07-30,"['email', 'phone']",2.0,f,100%,
26360,262760,2010-10-15,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26361,34950721,2015-06-03,['phone'],2.0,f,,
26362,290408184,2019-08-30,"['email', 'phone']",1.0,f,,
26363,23039272,2014-10-27,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26364,298560290,2019-09-28,"['email', 'phone']",1.0,f,,
26365,4837614,2013-01-24,"['email', 'phone']",3.0,f,,
26366,50266813,2015-12-01,"['email', 'phone']",4.0,f,,"Brooklyn, New York, United States"
26369,3417088,2012-08-29,"['email', 'phone']",2.0,f,,"New York, United States"
26370,25961456,2015-01-11,"['email', 'phone']",2.0,f,,
26371,7065413,2013-06-23,"['email', 'phone']",1.0,f,,"New York, United States"
26372,69203926,2016-04-27,"['email', 'phone']",1.0,f,,
26373,48182426,2015-11-04,"['email', 'phone']",1.0,f,,
26374,48711094,2015-11-10,"['email', 'phone']",2.0,f,,"New York, United States"
26375,2955296,2012-07-16,"['email', 'phone', 'work_email']",1.0,f,,"Brooklyn, New York, United States"
26376,27126954,2015-02-02,"['email', 'phone']",1.0,f,,
26377,74874485,2016-05-30,['phone'],1.0,f,,
26378,22894987,2014-10-23,"['email', 'phone', 'work_email']",2.0,f,,
26379,68769040,2016-04-25,"['email', 'phone']",1.0,f,,"New York, United States"
26380,159623005,2017-11-21,['email'],1.0,f,,"New York, United States"
26381,17832807,2014-07-08,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
26382,21336090,2014-09-14,"['email', 'phone']",1.0,f,,
26383,16000650,2014-05-26,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
26384,137292249,2017-06-27,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
26385,44632313,2015-09-20,"['email', 'phone']",6.0,f,,
26386,114216175,2017-01-31,"['email', 'phone', 'work_email']",1.0,f,90%,
26387,23465153,2014-11-07,"['email', 'phone', 'work_email']",1.0,f,,
26388,84914817,2016-07-20,"['email', 'phone']",2.0,f,,
26390,4950369,2013-02-03,"['email', 'phone']",3.0,f,,
26391,34841020,2015-06-02,"['email', 'phone']",2.0,f,,
26392,7344277,2013-07-08,"['email', 'phone']",2.0,f,,"New York, United States"
26393,22553662,2014-10-15,"['email', 'phone']",2.0,f,,
26394,467975030,2022-07-06,['phone'],1.0,f,0%,"Brooklyn, New York, United States"
26395,72196680,2016-05-15,"['email', 'phone']",2.0,f,,
26396,42954481,2015-08-30,"['email', 'phone']",1.0,f,,"New York, United States"
26397,368276707,2020-09-19,['phone'],1.0,f,,
26398,26164700,2015-01-15,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26399,237817180,2019-01-20,"['email', 'phone']",1.0,t,100%,"Brooklyn, New York, United States"
26400,40394783,2015-08-03,"['email', 'phone']",1.0,f,,
26401,69205600,2016-04-27,"['email', 'phone']",1.0,f,,
26402,180329864,2018-03-24,"['email', 'phone']",1.0,f,,
26403,6947307,2013-06-16,"['email', 'phone']",3.0,f,,"Brooklyn, New York, United States"
26404,257773717,2019-04-24,['phone'],7.0,f,,"Brooklyn, New York, United States"
26406,48056617,2015-11-03,"['email', 'phone']",1.0,f,,
26407,101290167,2016-10-25,"['email', 'phone']",1.0,f,,"New York, United States"
26408,467887955,2022-07-05,"['email', 'phone']",3.0,t,100%,"New York, United States"
26409,27103894,2015-02-02,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
26410,1372942,2011-11-05,"['email', 'phone']",1.0,f,,"New York, United States"
26411,7990635,2013-08-06,"['email', 'phone']",3.0,f,,
26412,32538641,2015-05-03,"['email', 'phone']",2.0,t,,"New York, United States"
26413,1406773,2011-11-14,"['email', 'phone', 'work_email']",1.0,f,100%,"New York, United States"
26414,80793056,2016-06-29,"['email', 'phone']",1.0,f,,
26415,820649,2011-07-14,['phone'],1.0,f,,"New York, United States"
26416,69267322,2016-04-27,['phone'],1.0,f,,
26417,267369381,2019-06-09,"['email', 'phone']",1.0,t,100%,"Brooklyn, New York, United States"
26418,35426209,2015-06-09,"['email', 'phone', 'work_email']",1.0,f,,"Queens, New York, United States"
26419,57517386,2016-02-05,"['email', 'phone']",1.0,f,,
26420,41865841,2015-08-18,"['email', 'phone', 'work_email']",2.0,f,,
26421,1825030,2012-02-28,"['email', 'phone', 'work_email']",1.0,t,100%,"Brooklyn , New York, United States"
26422,32133182,2015-04-28,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26423,6903071,2013-06-13,"['email', 'phone']",1.0,t,,"New York, United States"
26424,8973065,2013-09-21,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
26425,279648327,2019-07-27,"['email', 'phone']",5.0,f,,"New York, United States"
26430,30247185,2015-03-30,"['email', 'phone']",1.0,f,,
26431,15019621,2014-05-02,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26432,325453,2010-12-23,"['email', 'phone', 'work_email']",2.0,f,,
26433,3251620,2012-08-13,"['email', 'phone']",3.0,t,100%,"New York, United States"
26434,273544738,2019-07-04,['phone'],1.0,f,0%,"New York, United States"
26435,85235313,2016-07-22,"['email', 'phone']",1.0,f,,
26436,11726951,2014-01-28,"['email', 'phone']",2.0,f,,
26437,216641760,2018-09-21,"['email', 'phone']",2.0,f,100%,"Queens, New York, United States"
26438,23985505,2014-11-20,['phone'],2.0,f,,
26439,181233778,2018-03-29,"['email', 'phone']",1.0,f,,"The Bronx, New York, United States"
26440,30001439,2015-03-25,"['email', 'phone']",1.0,t,100%,
26441,19850240,2014-08-11,"['email', 'phone']",2.0,f,,"New York, United States"
26442,21492250,2014-09-18,"['email', 'phone']",3.0,f,,
26443,16853124,2015-08-10,"['email', 'phone']",2.0,f,,
26444,10975389,2014-01-02,"['email', 'phone']",1.0,f,,"Astoria, New York, United States"
26445,1033792,2011-08-29,"['email', 'phone']",7.0,f,,"Brooklyn, New York, United States"
26446,21410546,2014-09-16,"['email', 'phone']",2.0,f,,
26447,290753427,2019-09-01,"['email', 'phone']",2.0,f,,
26448,12539110,2014-02-24,"['email', 'phone']",1.0,t,67%,
26449,9010960,2013-09-23,"['email', 'phone']",5.0,f,0%,"Brooklyn, New York, United States"
26450,22703843,2014-10-19,"['email', 'phone', 'work_email']",1.0,f,,
26451,874355,2011-07-26,"['email', 'phone']",5.0,f,,"Brooklyn, New York, United States"
26452,2582762,2012-06-08,['phone'],11.0,f,100%,
26453,26260328,2015-01-17,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26454,16426665,2014-06-05,"['email', 'phone']",2.0,f,,"New York, United States"
26455,4497670,2012-12-26,"['email', 'phone']",1.0,f,,
26456,18462292,2014-07-20,"['email', 'phone']",3.0,f,,"New York, United States"
26457,7658427,2013-07-22,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
26458,18591697,2014-07-21,"['email', 'phone']",1.0,f,,"New York, United States"
26459,3732261,2012-10-02,"['email', 'phone']",5.0,f,,
26460,9975046,2013-11-12,"['email', 'phone', 'work_email']",5.0,f,,"The Bronx, New York, United States"
26461,13225047,2014-03-17,"['email', 'phone']",3.0,f,,"Brooklyn, New York, United States"
26464,181858292,2018-04-01,"['email', 'phone']",1.0,f,,"New York, United States"
26465,24576989,2014-12-07,"['email', 'phone']",3.0,f,,
26466,8118080,2013-08-12,"['email', 'phone']",1.0,f,,
26467,81359949,2016-07-02,"['email', 'phone']",4.0,f,100%,
26468,31147528,2015-04-13,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26469,9784153,2013-11-03,"['email', 'phone', 'work_email']",2.0,f,,"Brooklyn, New York, United States"
26470,9876064,2013-11-07,"['email', 'phone']",3.0,f,,
26471,1249116,2011-10-04,"['email', 'phone']",1.0,f,,
26472,3620205,2012-09-19,"['email', 'phone', 'work_email']",1.0,f,,"Brooklyn, New York, United States"
26473,173406651,2018-02-14,"['email', 'phone']",2.0,t,100%,"New York, United States"
26475,3363720,2012-08-24,"['email', 'phone']",5.0,f,,"Brooklyn, New York, United States"
26478,28055322,2015-02-20,"['email', 'phone']",4.0,f,,"New York, United States"
26480,4389871,2012-12-12,"['email', 'phone']",3.0,f,,
26481,4156449,2012-11-15,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
26482,250207981,2019-03-21,"['email', 'phone']",1.0,f,,
26483,32201215,2015-04-29,"['email', 'phone', 'work_email']",1.0,f,,"New York, United States"
26484,300216473,2019-10-05,"['email', 'phone']",1.0,t,100%,"New York, United States"
26485,44119494,2015-09-13,"['email', 'phone']",2.0,t,100%,"Brooklyn, New York, United States"
26486,39549563,2015-07-25,"['email', 'phone']",4.0,f,100%,
26487,28813132,2015-03-05,"['email', 'phone']",1.0,f,,
26488,83176398,2016-07-11,"['email', 'phone']",1.0,f,,
26489,3478341,2012-09-05,"['email', 'phone']",3.0,f,,"Brooklyn, New York, United States"
26490,13460023,2014-03-23,"['email', 'phone']",3.0,f,90%,
26491,26433326,2015-01-20,"['email', 'phone']",1.0,f,,
26492,13425453,2014-03-23,"['email', 'phone']",1.0,f,,
26493,9238069,2013-10-05,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
26494,427360276,2021-10-14,"['email', 'phone']",1.0,f,93%,"New York, United States"
26495,33363604,2015-05-14,"['email', 'phone']",3.0,f,,"New York, United States"
26496,23831365,2014-11-16,"['email', 'phone']",2.0,t,,"New York, United States"
26497,35590273,2015-06-11,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
26498,113356258,2017-01-26,"['email', 'phone']",1.0,f,,
26499,14694408,2014-04-24,['phone'],2.0,f,100%,
26500,349624504,2020-06-11,['phone'],2.0,f,,
26501,63361875,2016-03-17,"['email', 'phone']",2.0,f,,"New York, United States"
26502,53163551,2016-01-03,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26503,301129067,2019-10-08,['phone'],1.0,f,,"Brooklyn, New York, United States"
26504,30379314,2015-03-31,"['email', 'phone']",2.0,f,,"Queens, New York, United States"
26505,191528717,2018-05-25,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
26506,25748492,2015-01-07,"['email', 'phone']",1.0,f,,
26507,1687425,2012-02-02,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26508,141713689,2017-07-21,"['email', 'phone', 'work_email']",1.0,f,,"New York, United States"
26509,333386457,2020-02-04,"['email', 'phone']",3.0,f,,"New York, United States"
26510,3284564,2012-08-16,"['email', 'phone', 'work_email']",1.0,f,,
26511,1252743,2011-10-05,"['email', 'phone', 'work_email']",1.0,f,,"Brooklyn, New York, United States"
26512,5468901,2013-03-15,"['email', 'phone', 'work_email']",2.0,f,,
26513,198010,2010-08-11,"['email', 'phone']",6.0,f,,"New York, United States"
26514,5448955,2013-03-13,"['email', 'phone', 'work_email']",3.0,f,,
26515,2921350,2012-07-13,"['email', 'phone', 'work_email']",2.0,f,,"New York, United States"
26516,1014883,2011-08-24,"['email', 'phone', 'work_email']",1.0,t,,
